S,物化生,IOAAEFJFJ,1,145,142,121,88,93,78,0,0,0,667
D,物化生,XGKSSCJJG,11,92,91,139,79,72,98,0,0,0,571
X,物化生,PVBDYTKPR,14,93,132,107,99,89,86,0,0,0,606
X,物化生,OXVYXGURE,16,109,98,108,69,62,79,0,0,0,525
D,物化生,GWDHXUHIB,11,110,126,125,81,87,80,0,0,0,609
T,物化生,EQNUBSUNH,2,93,111,118,98,79,80,0,0,0,579
B,物化生,UIBKZBJCR,11,140,127,132,62,63,77,0,0,0,601
S,物化生,DUDGTAOKB,9,99,106,118,86,72,62,0,0,0,543
G,物化生,ZHKYKVKVG,17,134,147,132,90,74,74,0,0,0,651
Z,物化生,QJYLRTIWP,20,150,103,104,92,65,73,0,0,0,587
K,物化生,XPLKUVVXP,15,146,106,119,68,99,63,0,0,0,601
N,物化生,RRKGBRIUA,18,145,102,111,60,99,65,0,0,0,582
K,物化生,WXQTJJTCP,6,142,98,119,81,92,75,0,0,0,607
E,物化生,WGASZMWUF,14,123,112,124,62,70,93,0,0,0,584
Q,物化生,TPBNPIAIC,4,129,148,98,94,85,83,0,0,0,637
S,物化生,TRUNZEUNU,7,126,101,148,86,96,99,0,0,0,656
N,物化生,CXZOBPNKS,7,121,122,131,65,91,94,0,0,0,624
W,物化生,FNYSYBQHP,9,90,110,119,66,71,91,0,0,0,547
Q,物化生,ZNFSPEJOO,20,131,96,93,100,61,86,0,0,0,567
E,物化生,IYFEQJMWO,17,149,101,107,78,85,94,0,0,0,614
B,物化生,QTRKHGUYK,19,150,146,94,79,69,73,0,0,0,611
S,物化生,FJZBNXPEQ,17,103,126,96,62,100,81,0,0,0,568
B,物化生,VOMGJQKBE,12,90,108,123,77,76,72,0,0,0,546
D,物化生,MPGMLGTNU,17,142,136,119,94,68,75,0,0,0,634
W,物化生,QVIIAKMVU,19,133,128,144,82,90,74,0,0,0,651
H,物化生,SLZVDMKHZ,1,144,111,105,79,93,93,0,0,0,625
Y,物化生,EXTEPVDGO,3,117,150,98,81,63,85,0,0,0,594
M,物化生,MESPSKOXM,3,108,98,137,92,92,62,0,0,0,589
X,物化生,KHHMOERFU,7,93,140,137,84,82,62,0,0,0,598
Q,物化生,QIWTGGFJO,20,91,98,102,71,75,97,0,0,0,534
B,物化生,WSYPPDVHX,6,134,137,125,93,66,98,0,0,0,653
M,物化生,LSDFGKICO,6,111,103,114,97,91,94,0,0,0,610
C,物化生,KHZWNWDUF,10,149,133,117,76,67,74,0,0,0,616
O,物化生,XCIZQELZW,9,134,118,112,93,61,81,0,0,0,599
E,物化生,RIEXBHGVZ,2,98,140,107,91,97,85,0,0,0,618
J,物化生,NWJHEHJTJ,5,119,126,141,76,83,64,0,0,0,609
I,物化生,PRDDJTXEZ,19,136,107,130,74,68,62,0,0,0,577
D,物化生,CGJFQUOEF,11,143,133,111,96,100,87,0,0,0,670
U,物化生,OFOHJPMYS,13,146,94,141,61,61,75,0,0,0,578
R,物化生,BSXJQNEIM,2,108,127,141,82,99,99,0,0,0,656
S,物化生,JVTTTUHSD,2,119,143,115,67,63,90,0,0,0,597
P,物化生,AAVKEOPXF,9,106,117,105,69,80,85,0,0,0,562
A,物化生,JRYFVVVEI,13,100,90,134,68,93,60,0,0,0,545
D,物化生,IDYDMCXKP,19,103,142,99,63,67,78,0,0,0,552
J,物化生,OPWVSTCCJ,4,103,120,103,79,76,90,0,0,0,571
R,物化生,RVAAIVDWI,1,114,134,106,65,61,77,0,0,0,557
S,物化生,GYIOTLBPD,16,110,104,137,60,78,94,0,0,0,583
K,物化生,JWABMHEER,14,100,119,100,80,73,93,0,0,0,565
N,物化生,JVJHRXDSJ,1,113,148,113,74,88,97,0,0,0,633
N,物化生,OKWOEJFPY,15,119,92,137,98,96,96,0,0,0,638
X,物化生,JSUFYMVSL,12,119,130,121,79,73,61,0,0,0,583
W,物化生,RKFCOPZHQ,19,134,113,133,76,89,75,0,0,0,620
V,物化生,DVCCHHRRX,2,131,144,107,74,61,62,0,0,0,579
T,物化生,ZJQUUCRXI,12,130,98,148,91,91,86,0,0,0,644
N,物化生,QIYAHMHRP,2,111,122,135,73,71,85,0,0,0,597
G,物化生,WUJDAEVIH,18,102,107,116,83,74,93,0,0,0,575
J,物化生,QXEHGABAD,6,118,94,128,60,90,83,0,0,0,573
V,物化生,HVITLGURR,10,147,93,144,81,68,89,0,0,0,622
B,物化生,ENVNJFQQV,18,148,143,102,67,93,70,0,0,0,623
Z,物化生,ADGCGCMMF,2,93,101,129,99,100,72,0,0,0,594
X,物化生,RTCOEIVIT,3,144,125,90,70,80,75,0,0,0,584
W,物化生,JBDFHLHQQ,5,145,148,95,87,66,88,0,0,0,629
B,物化生,UOZJJNERI,7,119,126,122,65,89,94,0,0,0,615
E,物化生,SPXNCSJYV,9,140,117,97,77,75,64,0,0,0,570
K,物化生,WOUZVWVVS,10,135,129,133,85,77,82,0,0,0,641
C,物化生,LQZPSNMKZ,19,120,132,118,75,67,95,0,0,0,607
J,物化生,DZAXNYSYZ,13,110,111,93,81,83,84,0,0,0,562
M,物化生,BYNTFUPLM,2,137,126,133,99,72,64,0,0,0,631
A,物化生,UNXWQLPOB,15,103,127,126,87,75,89,0,0,0,607
Y,物化生,IPPUSYAYZ,15,122,96,144,71,90,69,0,0,0,592
Q,物化生,BZHXCLPNR,2,98,146,149,74,92,92,0,0,0,651
C,物化生,AXCWFLTXQ,16,148,130,108,82,87,92,0,0,0,647
N,物化生,IFXGOBAVC,15,136,95,97,81,92,71,0,0,0,572
Q,物化生,VYXHQIQBN,19,134,106,118,84,93,100,0,0,0,635
Q,物化生,THRRNKAQG,3,116,120,114,78,89,89,0,0,0,606
T,物化生,BPOGFZEMW,1,143,109,120,100,95,91,0,0,0,658
E,物化生,NNPXNUCVL,10,106,102,93,84,62,81,0,0,0,528
G,物化生,WXSKFUSBW,17,92,135,143,88,92,63,0,0,0,613
Q,物化生,PAERKEESS,5,125,143,131,71,77,80,0,0,0,627
B,物化生,LJJPJKVXV,17,150,105,99,88,72,96,0,0,0,610
F,物化生,FOGBDGEJB,20,128,109,119,85,82,79,0,0,0,602
R,物化生,DNALWNTDD,3,97,120,121,65,93,92,0,0,0,588
L,物化生,SERVYRAEQ,10,150,123,99,62,75,73,0,0,0,582
L,物化生,DHOGNLVYO,12,123,130,143,67,61,97,0,0,0,621
S,物化生,OWPLRHZBL,10,145,127,113,85,99,90,0,0,0,659
G,物化生,TBOCERLKS,9,113,120,100,78,79,90,0,0,0,580
V,物化生,VEWYBUOEB,10,109,137,115,69,62,77,0,0,0,569
S,物化生,WZGTFXKIV,6,96,105,137,94,68,83,0,0,0,583
G,物化生,HHSMCKWMG,15,143,128,110,93,89,65,0,0,0,628
G,物化生,YGRNDTWXV,10,108,105,94,93,97,73,0,0,0,570
Q,物化生,IHUOERYWC,18,135,127,100,96,61,65,0,0,0,584
L,物化生,ZGVGEQNJT,12,107,109,148,92,85,97,0,0,0,638
Y,物化生,ZUHMTYEKW,4,100,138,116,97,66,71,0,0,0,588
I,物化生,OWVFIFDFM,19,93,139,128,96,75,63,0,0,0,594
S,物化生,TORPUSKGH,5,135,112,146,65,65,67,0,0,0,590
N,物化生,JHBUNPASY,3,118,108,102,71,100,65,0,0,0,564
W,物化生,GOHSFZNCD,6,108,121,140,72,99,80,0,0,0,620
Z,物化生,QQXCPWHQP,12,118,141,106,67,60,72,0,0,0,564
V,物化生,WIVBZYUEZ,10,126,99,112,99,84,72,0,0,0,592
A,物化生,XTDNEIXMZ,11,109,99,110,90,73,69,0,0,0,550
X,物化生,QRPADNKGQ,2,95,136,100,65,95,84,0,0,0,575
C,物化生,NYDGYSQJI,20,102,95,142,96,87,97,0,0,0,619
I,物化生,OYUYQCXRA,9,113,137,106,77,83,71,0,0,0,587
T,物化生,TLQEFMGYP,20,134,141,112,86,94,68,0,0,0,635
X,物化生,NSXRVJWVZ,4,101,134,120,76,66,70,0,0,0,567
P,物化生,RRYYZYEEZ,19,112,98,94,77,66,82,0,0,0,529
B,物化生,ACVVLGDPQ,15,127,97,102,80,80,60,0,0,0,546
V,物化生,BRUEGKAMT,19,143,147,122,62,77,80,0,0,0,631
J,物化生,ABJMZLTRZ,14,142,127,121,93,83,98,0,0,0,664
W,物化生,UUTGXOHTV,16,100,116,132,64,91,68,0,0,0,571
P,物化生,BOBPQCIBG,10,91,104,115,99,71,90,0,0,0,570
G,物化生,AHNINZIFE,4,115,117,138,81,74,67,0,0,0,592
B,物化生,CGDSXXDRO,16,126,147,150,70,99,69,0,0,0,661
L,物化生,CFATPKUWW,13,124,110,105,65,61,80,0,0,0,545
Z,物化生,SEBQIGAZB,8,133,98,127,91,95,62,0,0,0,606
M,物化生,BFWCFMHRG,19,100,108,99,63,95,92,0,0,0,557
P,物化生,LBHTHMVVG,7,95,102,126,82,100,60,0,0,0,565
O,物化生,UTCXZULUY,6,102,130,126,74,67,92,0,0,0,591
I,物化生,WLMXIXSTW,13,128,125,131,92,71,69,0,0,0,616
Z,物化生,YEZSKKXHZ,1,105,121,141,87,93,73,0,0,0,620
V,物化生,OCHQSQUIY,12,129,147,146,61,92,79,0,0,0,654
O,物化生,GYZTZERZV,13,97,100,95,66,63,71,0,0,0,492
C,物化生,LAZWGAZHQ,4,117,132,113,96,75,77,0,0,0,610
O,物化生,OXAJAGPPP,5,148,102,137,69,77,73,0,0,0,606
W,物化生,EUPNXWKZU,15,142,144,128,64,92,98,0,0,0,668
Y,物化生,OBFVWLITQ,19,109,148,129,76,64,78,0,0,0,604
F,物化生,KLWDNSEAO,1,137,147,105,67,81,88,0,0,0,625
R,物化生,GVGZNBNZH,16,134,109,99,74,78,81,0,0,0,575
H,物化生,RFHROAYYN,16,94,136,129,66,67,84,0,0,0,576
K,物化生,WOWFQTZBU,12,122,137,138,90,96,87,0,0,0,670
Q,物化生,TVDGQQTYG,13,111,102,97,66,78,69,0,0,0,523
G,物化生,NGLHKEPWC,13,106,105,98,76,74,91,0,0,0,550
Z,物化生,PBPPPVFJM,16,115,99,144,88,72,83,0,0,0,601
K,物化生,YSICACMGU,14,106,94,125,65,99,94,0,0,0,583
C,物化生,BCWBVXNXE,14,130,115,110,81,92,98,0,0,0,626
H,物化生,CWHHJJSTQ,4,140,120,118,78,82,89,0,0,0,627
B,物化生,KMZXJTLYH,10,146,104,134,68,65,79,0,0,0,596
Z,物化生,VCRUMECEO,16,108,144,124,73,95,64,0,0,0,608
W,物化生,XVGXCHYOI,12,117,128,136,67,81,96,0,0,0,625
F,物化生,MPIFVVRBI,14,149,131,118,62,61,97,0,0,0,618
J,物化生,PWIJOQZWT,13,132,95,142,74,62,81,0,0,0,586
N,物化生,FHAYNEBKR,16,146,93,137,95,94,91,0,0,0,656
F,物化生,MYPPEWANP,20,114,118,108,60,98,96,0,0,0,594
G,物化生,QRWWVOHGF,8,115,123,96,96,100,87,0,0,0,617
U,物化生,PNTNCXXVM,7,93,113,144,82,81,98,0,0,0,611
O,物化生,TDGZTHBFU,14,147,111,102,88,60,89,0,0,0,597
S,物化生,XWJFOSFLW,19,135,122,144,91,73,72,0,0,0,637
F,物化生,MFVURODMW,17,145,126,141,89,61,73,0,0,0,635
N,物化生,WLORVVCSR,7,107,124,125,84,94,74,0,0,0,608
X,物化生,QVNHCRVHX,1,129,92,133,94,73,72,0,0,0,593
I,物化生,PBPXWIUUS,2,94,114,104,87,96,63,0,0,0,558
Q,物化生,VVNEACNZI,9,134,125,130,61,83,67,0,0,0,600
S,物化生,MZVSUVTFM,14,106,122,134,95,62,77,0,0,0,596
X,物化生,JVRXCMAFO,1,149,147,122,69,85,62,0,0,0,634
T,物化生,XPIEVIGQO,18,109,114,104,99,100,84,0,0,0,610
X,物化生,OYWVEWMRT,1,95,121,126,91,94,85,0,0,0,612
O,物化生,QIKRRNLKU,1,147,137,90,86,86,74,0,0,0,620
M,物化生,SDIYDKIGO,9,117,149,98,75,85,87,0,0,0,611
J,物化生,JDHEDNILX,20,109,103,110,61,63,99,0,0,0,545
A,物化生,ENLHUHEBW,15,92,149,99,83,65,62,0,0,0,550
A,物化生,LIVIBACNG,8,110,138,105,89,99,100,0,0,0,641
X,物化生,BTMSFYARD,11,138,116,133,64,71,64,0,0,0,586
J,物化生,WQFNUWGNP,4,124,137,118,61,69,97,0,0,0,606
M,物化生,FTEKOHOZR,16,136,144,146,83,86,66,0,0,0,661
A,物化生,UBKMTKATU,11,101,139,124,73,68,98,0,0,0,603
O,物化生,FOEFCBJFP,20,144,137,139,70,83,91,0,0,0,664
X,物化生,MGLIXBCCP,15,145,94,148,73,66,62,0,0,0,588
Q,物化生,MGVLJBGAW,20,104,125,98,81,90,69,0,0,0,567
C,物化生,ULQUXYBZD,16,127,138,107,75,86,93,0,0,0,626
V,物化生,ONDKWCJUZ,18,135,138,96,92,70,76,0,0,0,607
K,物化生,BGHTRKOWH,2,121,127,136,72,93,67,0,0,0,616
E,物化生,EDBEGGHWK,19,140,142,126,81,62,71,0,0,0,622
Y,物化生,XAGWAXLSF,5,116,90,104,98,100,90,0,0,0,598
S,物化生,LFERKQGJR,17,91,126,118,78,86,69,0,0,0,568
I,物化生,YOJGAESLY,11,102,134,144,60,98,64,0,0,0,602
F,物化生,DFRNYAZWF,7,109,99,100,87,91,66,0,0,0,552
G,物化生,OBWHKBTGK,11,98,150,123,71,64,91,0,0,0,597
C,物化生,UWZBRNAAL,9,131,148,148,70,72,63,0,0,0,632
L,物化生,FTZQEIJBK,20,135,94,104,73,67,85,0,0,0,558
J,物化生,IQCNOGGUN,11,150,130,105,73,72,64,0,0,0,594
Q,物化生,OELTTCUMS,6,107,91,104,86,82,72,0,0,0,542
Q,物化生,PJDUBEAQB,4,109,126,133,65,90,60,0,0,0,583
Q,物化生,ZGFBEQVZD,18,103,122,113,71,68,69,0,0,0,546
M,物化生,MQABSKZGB,9,94,120,115,82,66,85,0,0,0,562
Z,物化生,YTXBBZXRS,3,119,143,95,80,87,87,0,0,0,611
Z,物化生,TLWVWWKBW,13,100,97,94,95,86,64,0,0,0,536
E,物化生,UZOCTZWED,6,101,113,145,81,90,77,0,0,0,607
Z,物化生,PFKSIJYTL,13,141,94,92,93,86,77,0,0,0,583
C,物化生,YFMNDXVHT,5,114,133,102,71,60,89,0,0,0,569
Z,物化生,TXHKGTBGD,5,98,137,145,81,90,98,0,0,0,649
Z,物化生,IOPNWQIKD,4,97,102,129,86,97,90,0,0,0,601
F,物化生,CIMCHIMSC,16,132,130,121,76,84,74,0,0,0,617
A,物化生,RKSQLHPGF,15,98,120,98,89,71,83,0,0,0,559
P,物化生,UHPMGSWEC,11,98,132,135,91,82,77,0,0,0,615
W,物化生,XGMKCNNEG,4,128,118,107,70,95,86,0,0,0,604
G,物化生,RUVUVZIZW,4,97,92,109,96,87,71,0,0,0,552
J,物化生,JTAUNJNUZ,10,110,111,111,99,75,67,0,0,0,573
Z,物化生,YJYUBGXMR,3,140,118,122,62,87,92,0,0,0,621
U,物化生,FQNWICOCF,18,98,110,136,85,61,62,0,0,0,552
J,物化生,FGKUNCZEN,12,101,95,129,80,90,62,0,0,0,557
Q,物化生,MLDAOXSHP,7,105,148,137,91,76,71,0,0,0,628
E,物化生,ZCXVINKBT,2,146,122,100,78,77,79,0,0,0,602
X,物化生,VGCGQTMER,19,146,130,130,86,66,97,0,0,0,655
K,物化生,IYNLDKVNS,12,121,105,149,67,88,85,0,0,0,615
A,物化生,JMTYAEEHT,13,135,96,136,84,83,66,0,0,0,600
T,物化生,MGXHECZIQ,3,127,110,118,76,78,93,0,0,0,602
Y,物化生,IDGITXKUC,20,90,99,111,87,87,67,0,0,0,541
Y,物化生,SHCKFISNE,14,146,145,150,66,60,63,0,0,0,630
Y,物化生,KBJTXZVUB,7,139,119,135,91,71,69,0,0,0,624
Z,物化生,GQCQEYRCW,1,127,100,141,70,73,73,0,0,0,584
R,物化生,QUHCGAMDR,2,104,143,131,75,100,64,0,0,0,617
W,物化生,IMISUAFIA,16,102,137,144,74,64,80,0,0,0,601
Y,物化生,BEIOEVEEV,5,148,106,113,91,70,89,0,0,0,617
Z,物化生,QZECCQWZS,3,136,145,145,62,65,85,0,0,0,638
Q,物化生,OQXDOWVIG,18,141,96,141,72,87,67,0,0,0,604
O,物化生,OVIJEGHRV,6,138,147,118,66,91,100,0,0,0,660
V,物化生,ZNWQMWOUW,11,136,143,147,94,90,60,0,0,0,670
Q,物化生,GAWLVPSBI,14,106,93,117,68,93,75,0,0,0,552
T,物化生,UBVQLRENV,14,109,134,97,98,99,73,0,0,0,610
O,物化生,LLPTJZIDW,12,103,96,138,78,67,83,0,0,0,565
G,物化生,RAIPXMPYS,5,90,146,115,85,66,68,0,0,0,570
C,物化生,KTIRJGACK,12,150,108,137,73,99,63,0,0,0,630
O,物化生,HPRBXUEOP,7,92,99,150,99,99,76,0,0,0,615
Y,物化生,GONJTYQBO,2,97,127,113,90,89,86,0,0,0,602
B,物化生,WLXYYZTXY,19,135,106,103,87,91,73,0,0,0,595
G,物化生,EWMFTPECN,19,132,143,111,81,96,90,0,0,0,653
B,物化生,EQAYJOEOZ,20,111,133,133,99,61,74,0,0,0,611
T,物化生,HSWADYWPY,4,118,123,124,68,66,81,0,0,0,580
X,物化生,QUVKPEZTM,7,100,137,125,70,92,60,0,0,0,584
F,物化生,YAYIGDCWU,3,94,140,142,65,99,77,0,0,0,617
H,物化生,EGGZWWFHM,9,106,150,146,64,66,68,0,0,0,600
E,物化生,KPZMCVOFQ,7,95,150,109,97,90,63,0,0,0,604
I,物化生,FZTICQQCE,10,129,147,118,83,73,89,0,0,0,639
E,物化生,GMYWRHRZC,8,134,121,137,71,87,69,0,0,0,619
Z,物化生,KDPOYJJRV,14,103,110,99,85,89,87,0,0,0,573
M,物化生,KSXDQCXTL,13,111,100,96,66,74,60,0,0,0,507
O,物化生,UXPZWXQRL,17,122,113,145,79,90,82,0,0,0,631
S,物化生,ATHAVVILN,13,136,96,107,78,97,98,0,0,0,612
Y,物化生,LBFQYDXXF,8,117,108,102,91,85,72,0,0,0,575
U,物化生,DCOBPRLHN,19,136,136,139,62,79,69,0,0,0,621
K,物化生,ZNDFYNAWU,11,93,90,120,64,96,61,0,0,0,524
S,物化生,YTAHKMFBE,12,131,113,119,99,97,61,0,0,0,620
D,物化生,AVCGAKTDY,9,108,130,139,66,86,63,0,0,0,592
L,物化生,XYHQYYPQW,8,128,92,145,78,73,68,0,0,0,584
E,物化生,JSZFSYRXQ,9,144,118,145,95,81,64,0,0,0,647
L,物化生,KKLFWROHO,11,116,98,110,86,80,87,0,0,0,577
H,物化生,ALTNMBZOP,20,142,127,105,99,71,91,0,0,0,635
Q,物化生,TKNUPDNYV,7,150,137,129,96,78,90,0,0,0,680
M,物化生,AXLVELICA,2,140,149,116,69,76,64,0,0,0,614
E,物化生,NUAHXLIVV,12,115,146,140,85,80,71,0,0,0,637
H,物化生,KARGWPQNM,7,111,96,134,63,87,82,0,0,0,573
T,物化生,UQIQHHCCC,13,101,145,134,62,62,99,0,0,0,603
S,物化生,AMSYLHUTL,3,147,122,118,94,74,85,0,0,0,640
L,物化生,SGTIABYXX,17,150,120,132,97,63,82,0,0,0,644
W,物化生,BTZTRKICX,13,92,110,92,65,92,89,0,0,0,540
Z,物化生,ILCGLLJLH,14,139,105,98,61,95,63,0,0,0,561
F,物化生,NXZSQIMPN,4,137,112,110,80,62,83,0,0,0,584
S,物化生,DGZQBUXPE,12,120,108,127,96,91,97,0,0,0,639
A,物化生,TNMYLUOUL,19,98,97,107,94,76,66,0,0,0,538
S,物化生,NWMQOFQFS,11,148,123,139,65,67,70,0,0,0,612
P,物化生,LKPWMQSEB,14,127,132,92,89,76,96,0,0,0,612
J,物化生,LZJPEQOAY,7,90,98,149,64,95,61,0,0,0,557
N,物化生,RWIMNTRZI,3,119,129,140,94,88,75,0,0,0,645
I,物化生,UPJABDZMM,5,124,117,139,75,83,93,0,0,0,631
T,物化生,RXHCIYFNS,17,138,109,136,94,73,66,0,0,0,616
R,物化生,KJWHTYFUE,10,125,117,134,66,97,73,0,0,0,612
Z,物化生,EXATNFWVU,18,112,126,122,86,90,96,0,0,0,632
F,物化生,UNHBEUEGE,18,138,125,149,76,65,71,0,0,0,624
N,物化生,UHZTZMWQL,6,94,125,128,65,89,87,0,0,0,588
B,物化生,GCIZWPONJ,14,104,108,138,95,87,86,0,0,0,618
X,物化生,UOPJYILLM,12,97,145,139,61,68,83,0,0,0,593
